HotelName,MHID,WVitemID,NE_Code,CAitemID,TripadvisorLocationID
Grand Hotel Wien,Lxzskah,138762,HVIEGRAN,59261,206597
Grand Hyatt Cannes Martinez ,rdwfuud,11936,HNCEMARZ  ,59280,219369
Grand Hyatt Dubai,4d4dgaL,121637,HDXBGRHY,18034,306642
Grand Hyatt Istanbul,bi6frc3,138352,HISTHYAT,58219,294608
Grand Hyatt Kuala Lumpur,am3je9g,140918,HKULGRHY,71464,3436966
Grand Makadi,byz5vmy,6393,HRGMAKA      ,4664,602139
Grand Millennium KL,s63hq0b,117827,HKULREGE,15242,301433
Grand Mirage Resort,de2gwk1,6396,HDPSGRMI,18076,308406
Grand Muthu Golf Plaza,050tocn,123863,TFSGOPA,36397,573742
Grand Palladium Colonial White Sand Resort & Spa,gubk8vr,137971,CUNPALL,56962,0
Grand Palladium Palace Ibiza Resort & Spa,un0q4rf,157533,IBZPAPA,97553,0
Grand Palladium Palace Resort & Spa,grrr4at,191533,PUJPAPA,88531,0
Grand Palladium Punta Cana Resort & Spa,ugs4gqk,191538,PUJPAPU,88529,0
Grand Palladium Royal Suites Yucatan,sjx941a,141548,CUNPALV,66097,0
Grand Palladium White Island Resort & Spa,xoci375,186741,IBZWHIT,97557,0
Grand Paradiso Art,48xk40v,138629,HNAPGRPA,59201,277288
Grand Resort,gidf4u2,139433,HRGGRAR,62053,316676
Grand Royal Antiguan Resort,rLgm0yd,188953,HANUGRAN,83457,0
Grand Sunset Princess,71bdsz0,191136,CUNPRIN,89590,0
Green Garden,00oLnm6,6428,AYTGREG      ,9533,1864007
Green Garden,ivsg4ok,119217,PMIGREG,9457,535116
Green Garden Suites,45ge989,178230,AYTAPAR,74766,0
Green Oasis Club,mvq8vtd,125297,LPAGREO,38270,0
Green Park,txfk9hn,6422,VARGREE      ,9001,0
Gresham,11sbhgf,138602,HDUBGRES,59208,209082
Gresham,cuq39or,138058,HLONGREH,58102,0
Grifid Hotel Bolero,nujdfmt,123220,VARBOLE,33862,619599
Grifid Hotel Foresta,9nbtdez,195845,VARFORE,99211,0
Grifid Hotel Metropol,qzu0gvs,143156,VARMETR,67527,0
Grifid Hotel Vistamar,wqeerxd,124809,VARVIST,37852,2236646
Griya Santrian,e528jrr,11832,HDPSGRIY  ,37593,325334
Guayero,62iyveg,6440,TFSGUAY      ,70367,0
Gümbet Cove,zb4h7mq,122798,BJVCOVE,31264,300577
Gün Ay Hotel,up1380g,137778,BJVGUNA,56758,3412270
H10 Berlin Kudamm,9emn14d,164668,HBERH10B,71408,0
H10 Big Sur,b26o2ky,124083,TFSBIGS,37411,2341557
H10 Catalunya Plaza,xxLpoht,138344,HBCNH10P,58197,234397
H10 Conquistador,1ic23p6,124356,TFSCONQ,37414,500579
H10 Delfin,hvgamgj,195384,HBCNDELF,98256,0
H10 Las Palmeras,yxwv5hg,7497,TFSLASP      ,8943,289677
H10 London Waterloo,6hun7je,125933,HLONHTEN,58103,0
H10 Mediterranean Village,bfzbe8s,195382,HBCNMEVI,98259,0
H10 Montcada,wmxb19b,184219,HBCNH10M,76193,0
H10 Ocean Suites,dvvfttr,192917,FUEOCES,90006,0
H10 Playa Meloneras Palace,bx75df3,109507,LPAMEPA,19603,268385
H10 Tenerife Playa,nyuh6fx,9692,TFSTPLA      ,70370,289260
H10 Tindaya,ezisc7b,124092,FUETIND,36274,579375
H10 Universitat,bffvz1p,142889,HBCNH10U,75890,0
Habana Riviera,3n4q3ta,191333,VRAHARI,88327,0
Halcyon Cove By Rex Resorts,q9qgaj2,14631,HANUREXH,83458,0
Halekulani,gb71csi,138606,HHNLHALE,64754,90015
Half Moon,r2028na,140898,MBJHALF,83917,148799
Halley,jruc83e,6469,LPAHALL      ,70377,1495458
Hampshire Hotel – Eden Amsterdam ,v8nmLzx,99419,HAMSEDEN,9300,230908
Hampshire Hotel - Theatre District Amsterdam,dhgq13u,138494,HAMSEDTD,58908,232504
Hampshire Hotel Lancaster,xe4jmoz,119741,HAMSLANC,9301,229170
Hampshire Hotel Rembrandt Square,ygq1e14,182154,HAMSHARE,73955,0
Handlery Union Square,nf7hsn0,14965,HSFOHAND,15413,81019
Hanza,pqhknwa,139270,HRIXHANZ,60886,652760
Hard Rock Hotel & Casino Punta Cana,gmpn3kx,124828,PUJHARD,37717,1076311
Hard Rock Hotel Cancun,heytq0n,141638,CUNHARD,66788,152896
Hard Rock Hotel Ibiza,a1Ler7s,181574,IBZHARD,97560,0
Hartaguna,L51axev,6478,LPAHART      ,8865,287490
HCC Covadonga,7qwrejL,13065,HBCNCOVA,17954,258868
HCC Lugano,x70puj3,139905,HBCNLUGA,61643,3226234
HCC Montblanc,etabg6t,8085,HBCNMONB,17965,258755
HCC Open,f7qsuno,13131,HBCNOPEN,17959,313044
HCC Regente,15qyptt,8871,HBCNREGE,17968,280919
HCC St. Moritz,0b4e8mg,13153,HBCNSTMO,17969,258869
HCC Taber,q0tnnha,9643,HBCNTABE,17960,266810
Helena,5qfyq3w,6489,RHOHELA      ,9283,500478
Helena Park,2isi321,102256,BOJHELP,99512,612784
Helena Sands,o4hf3uu,102258,BOJHELS,82635,638267
Helios,suLiu7g,6493,VARHELI      ,9010,1501713
Helios,5cxhgvb,6495,RHOHELI      ,85606,0
Helios Apartments,4sLanzq,192601,CHQHELI,89194,0
Hellenia Yachting,h3wmswk,183313,HCTAHEYA,74757,0
Hesperia,jhnkyuL,141861,HVCEHESP,67473,202736
Hesperia Playas de Mallorca,zoisrmw,141794,PMIPAMA,66250,290371
Hibiscus Beach Hotel,,194106,HRIOHIBI,95773,0
Hilton Aruba Caribbean Resort & Casino,iLc3L4e,8814,AUARADI      ,71367,147621
Hilton Dubai Jumeirah Resort,,107949,DXBHILJ,18038,0
Hilton Gdansk,uvaqs7d,195710,HGDNHILT,98691,0
Hilton Hotel Westminster,1btowbp,125935,HLONMINT,58118,0
Hilton Hua Hin,92absjc,10389,BKKHILT      ,4720,305917
Hilton Istanbul Bosphorus,czvfo7i,138327,HISTHILT,58220,294614
Hilton Malta,k531a2g,183828,HMLAHILT,74966,0
Hilton Park Lane,dz5s3zL,138091,HLONHIPL,58108,0
Hilton Phuket Arcadia Resort & Spa,4Lu7zff,10567,HKTARCA      ,4776,305270
Hilton Plaza,nu8sfn6,138737,HVIEPLAZ,59241,227145
Hilton Ras al Khaimah Resort & Spa,,108004,DXBHRRE,68478,0
Hilton Stockholm Slussen,tmmketu,138918,HSTOHILT,90321,229386
Hipark Nice,sev0j0v,131443,HNCEHINI,43197,0
Hipotels Bahia Grande,7cpjed4,101427,PMIBAHG,9455,272734
Hipotels Hipocampo Palace,7uLeid9,101431,PMIHIPO,9456,272858
Hippocampus,syk9i83,121415,JSIHIPP,15266,3437233
Historico Apartments,,183858,HPMOCAEP,75171,0
Hoffmeister,augp94w,141859,HPRGHOFF,67472,0
Holiday Inn,z7cq916,138679,HEDIHICR,59221,224702
Holiday Inn - Hasbrouck Heights,p8mrwxy,119336,HNYCHOLI,15380,92405
Holiday Inn Express Manhattan West Side,qrLenLc,184873,HNYCHOEM,78030,0
Holiday Inn Kensington Forum,y8kbdha,125925,HLONHIKF,58109,0
Holiday Inn Kings Cross,pse3uv3,125927,HLONHIKC,58110,0
Holiday Inn Midtown 57th Street,03we8ws,118131,HNYCHIMS,15381,93344
Holiday Inn Oxford Circus,q83eppa,121694,HLONHIGC,17997,0
Holiday Inn Sanibel Island,x5vrsar,137466,HFMYHOSA,57456,218999
Holiday Inn Soho,qw8jir1,138912,HNYCHISH,60779,223022
Holiday Inn St Germain Des Pres,phziu3f,138145,HPARALID,58144,207688
Holiday Inn Waikiki Beachcomber,vgta1f3,138612,HHNLWABE,64755,114031
Holiday Villa,gdskp99,142102,HLONHOLV,67693,0
Holiday Villa Beach Resort & Spa,ud66oqj,6577,HLGKLANG,15249,1024498
Holland House Beach Hotel,aux3nqd,137154,   HSXMHOBE  ,55697,0
Hospes Amérigo,6zxdzbj,183826,HALCHOAM,75199,0
Hospes Maricel,082nvd4,123101,PMIHOMA,34158,266128
Hotel Acuario,rLm9fag,136244,TFSACUA,95991,0
Hotel Agaete Parque,3422mz2,136302,LPAAGAE,85873,0
Hotel Amadeus,j6g4d8n,11354,HVCEAMAD,43254,229077
Hotel Amfora Hvar Grand Beach Resort,a96w5k1,127298,SPUAMFA,81889,6632721
Hotel Andreas,q70steo,187471,TFSANDR,83433,0
Hotel Apartamentos Udalla Park,4n4rw5g,128976,TFSUDAL      ,84115,0
Hotel Argos,6b6o9yj,154471,IBZARGO,97545,0
Hotel Astoria,aeehy67,11231,HPRGASTO,9517,282247
Hotel Barberini,z2kh2u5,138163,HROMBARB,58163,229056
Hotel Beranek,vkep71u,14856,HPRGBERA,18008,575355
Hotel Beverly Park,g6pmysp,6660,LPABEPA,77770,0
Hotel Blau Parc,sq1gfeL,186700,IBZBLAU,97697,0
Hotel Boreal,8btoy08,138781,HNCECOMF,59281,197223
Hotel Botanico,d2ty123,6670,TFSBOTA      ,8968,252888
Hotel Capri Carlton,ejf85k3,11357,HVCECAPR,43257,230426
Hotel Carlton on the Grand Canal,hi6mf4f,11360,HVCECAGR,43249,228961
Hotel Casa del Sol,dfm04vi,137410,TFSCASO,65420,599080
Hotel Castello,2e0bbee,138523,HVCECAST,58942,264089
Hotel City Inn,zg87mgf,138900,HBUDCINN,59215,0
Hotel Club Sorrento,5mnmosw,138566,HNAPCLUB,59205,316566
Hotel Colón Rambla,8zjcz71,136241,TFSCOLR,55650,1190472
Hotel Concordia Playa,3cvvyz4,124627,TFSCONC,36698,530883
Hotel da Vila,bzk70vz,189900,FNCDAVI,87427,0
Hotel de Flore Nice Promenade,ba29nck,15610,HNCEDEFL,9087,197196
Hotel De La Fontaine,svkdpb7,11918,HNCEFONT  ,36160,220182
Hotel Eden,u3d1spc,6708,PUYEDEN      ,76107,313331
Hotel Elysee,5ec0vLL,6720,HPRGELYS,9518,277207
Hotel Erzsebet City Center,vywiabg,10424,HBUDERZS,9593,0
Hotel Florida Norte,wmxvgkm,138515,HMADFLOR,58928,1149357
Hôtel Fouquet´s Barrière,fv10bbn,138139,HPARFOBA,58146,188742
Hotel Gadja,mukaLhn,191595,SPUGADA,96138,0
Hotel Garbi Ibiza Spa,h34f3vj,147685,IBZGARB,97569,0
Hotel Genius Downtown,qv8g7ge,138695,HMILGEND,59237,778075
Hotel Girasole,,120727,HNAPGIRA,35205,583240
Hotel Gounod,mbzo5um,100706,HNCEGOUN,9090,197200
Hotel Grand Side,Ltuswij,144532,AYTGRAN,72354,0
Hotel Helios,infmv5r,184050,HNCEHELI,75304,0
Hotel Horizont,7k5wuv2,6751,SPUHORI      ,81595,506571
Hotel Isla Bonita,8p79ffs,6757,TFSISLA,78896,0
Hotel J,jt6tiq1,182418,CMBHOTJ,73978,0
Hotel Joan Miró Museum,wzvwf30,126091,PMIDALI,42652,0
Hotel Korina,wdba8bz,186977,KVAKORI,82602,0
Hotel La Perouse,j0pfdcm,138795,HNCEPERO,59284,263754
Hotel Laguna Istra,js3ceLh,6784,PUYISTR      ,76259,304340
Hotel Laguna Molindrio,gjudx4e,118863,PUYMOLI,76260,1012264
Hotel Le Grand Intercontinental,vjahh01,138155,HPARLEGR,58147,207742
Hotel Lisboa Tejo,er0a88w,14076,HLISLITE,9346,282996
Hotel Löwe,hsbx0pa,124638,AYTLOWE,36923,3431338
Hotel Malaspina,v145ifr,138860,HFLRMASP,59302,232979
Hotel Marco Polo,fkihkcb,6805,SPUMARC      ,96140,0
Hotel Migny Opéra Montmartre,rrg48ke,138129,HPARMIGN,58149,188976
Hotel Mundial,r7jbL4L,6819,HLISMUND,9343,263872
Hotel Nacional,mescnjc,138852,HLISNACL,60813,233040
Hotel Neptuno,ujd1tcm,99291,LPANEPT,8833,237084
Hotel Oasis,,194972,JSIOASI,97437,0
Hotel Osejava,ckmiace,142961,SPUOSEJ,81704,0
Hotel Park,gac7w34,6843,PUYPARK      ,76112,313335
Hotel Parlament,2st25bb,107598,HBUDPARL,18023,0
Hotel Pineta,a4cqhm8,119236,PUYPINE,76091,618348
Hotel Plaza,f8fttfk,109211,VRAPLAZ,87438,0
Hotel Plaza,wbos3nu,189856,JSIPLAZ,86963,0
Hotel Plaza Tenerife,t3dfk65,136238,TFSPLAZ,55655,0
Hotel Potos,p2x3gb6,194017,KVAPOTO,96734,0
Hotel Principe,b1vwj2c,11363,HVCEPRIN,43260,228933
Hotel Principe Paz,vqr4udm,182646,TFSPRIN,76801,0
Hotel Puchet,qhzLa20,154448,IBZPUCH,97644,0
Hotel Roma,da6z90y,138388,HPRGROMA,89587,324877
Hotel Royal Firenze,aeu7iip,138863,HFLRROYF,66268,0
Hotel Sansi Diputació,itqdhg5,138482,HBCNSANS,58841,304310
Hotel Scandinavia,hrgjchr,138564,HVCESCAN,58941,472033
Hotel Spa Villalba,csnasp6,10127,TFSVILL      ,99222,573624
Hotel Step,10akqkk,194026,BOJSTPP,99515,0
Hotel Su,Lj9exx7,6530,AYTHISI      ,9546,301300
Hotel Taburiente,6bp4eqm,136234,TFSTABR,55657,529060
Hotel Timoulay & Spa Agadir,a0d9efs,120867,AGATIMO,79118,0
Hotel Travel Park,4ia36y4,16077,HLISTRPA,9344,280565
Hotel White House,ivah88p,187551,VARWIHO,82464,0
Hotel Victoria 4,bhetze8,138517,HMADVICT,58929,582392
Hotel Villa Bacchus,ht9a5uz,6653,SPUBACC      ,96152,488263
Hua-Hin Grand,gfc8daj,6917,BKKGRAN      ,4722,0
Hudson Hotel,2ttgwjm,11958,HNYCHUDS  ,15382,0
Hulhule Island Hotel,cdqp543,11960,HMLEHULH  ,18060,478397
HV Vista Taurito,rwLjchL,140954,LPAVITA,64605,0
Hyatt Fisherman´s Wharf,u6xmco1,14983,HSFOHYFI,15414,81087
Hyatt Regency Boston,n32totr,197668,HBOSHYAT,99107,0
Hyatt Regency Hua Hin,,11295,HHHQHYAT,26608,305914
Hyatt Regency Mission Bay Spa,xjr9g58,109367,HSANHRMB,15412,80193
Hyatt Regency Nice Palais,cy1L99i,138812,HNCELEPA,59287,289384
Hyatt Regency Phuket,,193706,HHKTHYAT,90833,0
Hyatt Regency Pier 66,c86cyee,14987,HFLLHRPI,85478,0
Hyatt Regency Waikiki,y7prb1c,138631,HHNLHRWA,64756,242435
Hyatt Santa Barbara,gwdLLo2,120032,HSBARASA,15409,119697
Hyatt Zilara Cancun,3sypm0y,125256,CUNROYC,37978,642781
Hyde Park Boutique Hotel,,143248,HLONHYPA,67574,0
Ialyssos City,8kwxh9n,100632,RHOIALY,9293,3562102
Iapetos Village,irh0tpt,118907,RHOIAPE,15293,1064258
IBEROSTAR Albufera Park,6cba0ua,119148,PMIALPA,75025,288052
IBEROSTAR Albufera Playa,4jtf205,14716,PMIALBU,74892,593871
IBEROSTAR Alcudia Park,e9941L0,181558,PMIPARK,75393,0
IBEROSTAR Ciudad Blanca,usc4Lbq,122974,PMICIBA,75624,0
IBEROSTAR Ciudad Blanca Canopus,usc4Lbq,183832,PMICANO,75686,0
IBEROSTAR Club Cala Barca,ezd2vg4,118923,PMICABA,66277,500278
IBEROSTAR Cristina,y6e81yc,6936,PMICRIS      ,75158,617554
Iberostar Grand Hotel Mencey,wcgjzaf,137016,TFSMENC,55660,1555517
IBEROSTAR Jardin del Sol Suites,1gptbwn,14722,PMIJARD,76192,0
IBEROSTAR Laguna Azul,Lcfjwo7,124055,VRALAGU,88342,1520230
IBEROSTAR Parque Central,rihku47,109109,VRAPARQ,75541,151444
IBEROSTAR Playa de Muro,m4awapb,6934,PMIMURO      ,75507,272926
IBEROSTAR Playa de Muro Village,a5rjfez,14850,PMIVILL,74952,674923
IBEROSTAR Playa de Palma,ev11gah,14732,PMIROYP,75169,581048
IBEROSTAR Rose Hall Beach,ep6xw4g,136916,MBJHALB,83921,652636
IBEROSTAR Rose Hall Suites,c2muw6k,136918,MBJHALS,83925,1205371
IBEROSTAR Tainos,01zfxye,109101,VRATAIN,88468,258247
IBEROSTAR Tucan,a8sqqxq,124154,CUNTUCA,37332,214254
Iberostar Varadero,ysnm6ws,109068,HVRAIBVA,75544,0
Ibis Amsterdam Centre,pyr3gqn,118214,HAMSCENT,17932,231323
Ibis Budapest Centrum,oy9m8vj,10427,HBUDIBIS,9594,0
Ibis Deira City Centre Hotel,o0c19Lp,121950,HDXBIBIS,19436,1173922
Ibis Heroes Square,i0L6u72,119715,HBUDLIGE,18026,0
Ibis Hotel Berlin Potsdamer Platz,vbbufLm,119471,HBERIBPO,9588,488659
ibis Malaga Centro Ciudad,b8wz82g,183756,HAGPIBIS,74889,0
Ibis Mall Of The Emirates,bkq8buL,139602,DXBIMOE,60890,0
Idafe,357zzew,6954,LPAIDAF      ,70447,0
IFA Altamarena Hotel,L96j6zw,121927,FUEALTM,19601,789158
IFA Catarina,dhgfsfp,137050,LPACATA,75548,0
IFA Dunamar,stLqmoq,137068,LPADUNA,57702,500595
IFA Faro,18qoduf,137075,LPAFARO,56857,314709
Il Gabbiano,nyywa4x,108808,HNAPGABB,15348,0
Ilidi Rock Beach,xL3g7pw,6977,RHOROCK      ,15309,628869
Ilio Mare,o63ab5L,191052,KVAILIO,89325,0
Illa d´Or,ym618vs,121318,PMIILLA,16128,0
Ilunion Almirante,L01i9vx,109465,HBCNALMI,58198,289504
Ilunion Auditori,zbkL6hm,109461,HBCNAUDI,58179,0
Ilunion Bel Art,sxb8LvL,109463,HBCNBELA,58184,231528
Imperial,mbkbbfw,136064,HLONIMPE,42281,0
Imperial Playa,48vt0wj,137259,LPAIMPE,56240,234398
Indian Ocean Lodge,n36o0mc,139142,HSEZINDI,65124,317255
Indigo Chelsea,y2nfzc9,184538,HNYCINDI,76782,0
Indigo Pearl,qdk2mkj,193717,HHKTINDI,90855,0
Inglaterra,jLunomz,124025,VRAINGL,88329,151407
Intercityhotel,a4y6dt0,138714,HVIEVIIN,59267,231983
Intercontinental Carlton Cannes,3q9n749,138827,HNCECONT,59277,219954
Intercontinental Malta,pmruf8e,123687,MLAINTE,35733,275944
Intercontinental Park Lane,d7b8q55,138115,HLONIPAL,58112,0
Inturotel Cala Azul Garden,1Ljia8g,5377,PMICAZG      ,9442,573905
Inturotel Cala Azul Park,2fbiggt,5379,PMICAZP      ,9443,500277
Inturotel Cala Esmeralda,czoqv69,101468,PMICESM,9444,556015
Inturotel Esmeralda Garden,ixz293h,120717,PMIESGA,16132,1570430
Inturotel Esmeralda Park,6acrzjp,185968,PMIESPA,80209,0
Inturotel Sa Marina,10zecn1,101435,PMISAMA,9448,290450
Invisa Es Pla,gtkxkhr,143586,IBZEPLA,97698,0
Invisa Hotel La Cala,2rr2qfi,143617,IBZLACA,97707,0
Ioli Apartments,pLwh8Lo,194031,KVAIOLI,96399,0
Iolida Beach,8cm0yj7,7019,CHQILIB      ,9181,632356
Ionion Beach,4yupv1i,142921,PVKIOBE,71200,0
Ipanema,8aLvohx,183405,HCTAIPAN,74758,0
Irida Boutique Hotel,5xp6afh,125252,PVKIRID,38163,1942412
Irini,bu1sib7,7041,RHOIRNI,15310,0
Irinna,nq8huze,101360,RHOINNA,9265,1519703
Iris apt & hotel,p4n06hk,7055,MJTIRIS      ,16078,5988198
Isabel Maria,ip8epku,7059,LPAISAB      ,70448,1169735
Isla del Sol,xr3okvr,7065,PMIISLA      ,71269,530787
Isla Mujeres Palace,6kt5f99,137336,CUNMUJP,55463,807936
Istana,js55ha2,11988,HKULISTA  ,15243,301004
Istanbul Royal Hotel,uow8s93,138233,HISTROYA,58223,0
IV Fontane,w448j4m,7079,HROMFONT,9328,0
Ivana Palace,m6w71x4,7081,BOJIVAN      ,82638,1064541
J.B,1cdLx30,7085,LPAJBJB      ,8866,3819704
JA Jebel Ali Beach Hotel,snfm3t3,121952,HDXBJEBE,19438,302792
JA Oasis Beach Tower,tb27omh,190024,   HDXBOABT  ,89559,0
JA Palm Tree Court & Spa,,182627,HDXBPALM,73995,0
Jacaranda Hotel Apartments,mmhe644,195726,LCAJACA,98918,0
Jalta,7riwrn8,7091,HPRGJALT,58865,275250
Jan Luyken,ky52v8h,123626,HAMSBIJA,34175,0
Jardim Atlantico,zgz2b2h,109629,FNCATLA,9377,289037
Jardin La Caleta,tudfytb,7101,TFSCALE      ,70364,487385
Jardin Tecina,azqaex2,7103,TFSTECI      ,4825,324473
Jardin Tropical,jxse20q,7105,TFSJARD      ,8944,248458
Jason,ew0zpo6,154624,HERJASO,71163,0
Jetwing Beach,6f9rtq2,9716,HCMBBEAC,61397,308529
Jetwing Blue,ao8zgbt,5280,HCMBBLUE,61400,308530
Jetwing Lighthouse,LLq2j2a,7616,HCMBLIGH,61409,302888
Jetwing Sea,gyt45n2,9256,HCMBSEAS,61403,316667
Jiovanni,z4ps88u,7123,PVKJIOV      ,9152,0
Johanna Park,5g7i4hd,138568,HNAPJOPA,59200,386923
JS Alcudi-mar,rtb8zq8,118601,PMIALMA,9429,573544
JS Can Picafort,99psy09,139812,PMICANP,63513,0
JS Palma Stay,4nm8c2c,139832,PMIPAST,63673,528305
JS Sol de Alcudia,rf8eoqu,118603,PMISOAL,9430,498655
JS Yate,3rrh0g4,128180,PMIYATE,42273,487378
Juana,,184327,HNCEJUAN,76050,0
Jumeirah Beach Hotel,xbL16bb,12000,HDXBJUME  ,18039,302462
Jurys Inn Custom House,20dahf6,109586,HDUBJURC,9308,0
Jurys Inn Parnell Street,5z1ac83,16042,HDUBJURI,17940,321255
Jw Marriott Khao Lak Resort,ce30Lpv,193710,HHKTJMKL,90836,0
K+K Hotel Central,o4snnjy,7139,HPRGKKCE,9520,282045
K+K Hotel Fenix,i2h2yqL,11064,HPRGFENI,18009,276546
K+K Hotel George,z1mjknq,15473,HLONKKGE,9071,0
K+K Opera,5x7kxat,107287,HBUDOPER,9595,0
Kaanapali Beach,r2mt6jg,12006,HOGGKAAN  ,64763,120688
Kacha Resort and Spa,y6f150p,108172,HTDXKACH,18104,629717
Kahya Otel Alanya,mvhj4nw,119929,AYTKAYH,9536,599330
Kaiserhof,sci7d62,12008,HVIEKAIS  ,59242,227176
Kaktus Hotel,vvqqdod,183925,HALCKAKT,75196,0
Kaliopa,3L0nnee,7159,VARKALO      ,6740,1488163
Kalithea,qbz1x7p,102657,RHOKALI,9269,0
Kalloni Bay Hotel,0ioutmj,182135,MJTKBAY,72281,0
Kalos,unzfmdm,183317,HCTAKALO,75214,0
Kalydna Island Hotel,c96sahu,125969,KGSKALD,88151,495417
Kalymnos Village,2oak1dp,119003,KGSKALY,90713,0
Kamandalu Ubud,8dpunof,121365,HDPSKAMA,18085,0
Kanapitsa Mare,46g6yku,182118,JSIKANA,73291,0
Kandaburi Resort and Spa,upre8ut,107648,BKKKAND,4735,598387
Kantary Beach Villas & Suites,u1h9srL,142095,HKTKADU,66514,1947044
Karibo Punta Cana,iphfjro,184264,PUJKARI,77550,0
Karon Place,ppjore1,7206,HKTKAPL      ,18097,5509760
Karon Sea Sands Resort & Spa,btj7t0k,194955,HKTKASE,97929,0
Karon Village,n09s5z5,7216,HKTKAVI      ,4778,1401139
Karona Resort & Spa,L2d4np1,7220,HKTKARE      ,4779,506553
Kassavetis,ijp04m2,7234,HERKASS      ,75146,662907
Kata Beach Resort & Spa,7ndajp3,107704,HKTKABE,4785,1536996
Kata Place,ko3e7f2,121633,HKTPLAC,18100,3970456
Kata Sea Breeze,vbqdiue,7248,HKTKASB      ,4786,653937
Katathani Phuket Beach Resort,Lk0voco,7254,HKTKATA      ,4787,540134
Katerina,g8tny1e,193341,KGSKATE,90091,0
Katikies Hotel,,189294,HJTRKATI,83571,0
Katya Hotel,fhcnnow,121880,AYTKRIK,34997,557238
Kay Hotel by All Riviera,L5zoy76,137457,CUNKAYV,71473,288571
Kazaviti,j6bcqd4,194038,KVAKAZA,96132,0
KC Grande Resort,gakvocu,100915,HTDXKCGR,18103,566328
Kempinski Hotel Bristol Berlin,tboinb1,138384,HBERBRIS,58211,190665
Kenzi Europa,sxrj8ks,7282,AGAEURO      ,79120,0
Kenzi Farah,muwo4b4,7284,AGAFARA      ,41662,304468
Kermia Beach Bungalow Hotel,9gs76ge,193103,LCAKERM,97282,0
Kette,,12016,HVCEKETT  ,58935,202706
King Central Apartments,0b34gqf,139581,HBUDKING,60889,0
King James By Thistle,qobcgh1,122829,HEDIKING,57939,192454
Kingsway Park,ysshys1,138045,HLONKIPA,58113,0
Kipriotis Village,yyy28i9,7296,KGSKIPR      ,61265,231219
Kirini Suites & Spa,sww35ky,189292,HJTRKIRI,83572,0
Ko’ox Caribbean Paradise,aaenxi3,5436,CUNCARI      ,4322,0
Kokkinos,pagru8k,125249,LCAKOKK,99069,0
Komandoo Island Resort & Spa,n05vm09,7324,HMLEKOMA,18061,316980
Kombo Beach,vj3c7i5,107652,BJLKOMB,4611,501923
Kompas,,142091,HDBVKOMP,66270,304323
Konstantina Studios,z666h17,7334,JSIKONS      ,15267,621764
Konstantinos,otsw3dm,11077,PVKKONS      ,9138,2175024
Kontiki Beach Resort Curacao,,138132,HCURKONT,75670,1418873
Kontokali Bay Resort & Spa,c8zzzLu,189598,HCFUKBAY,84878,0
Konventa Seta,8cfn6Lg,139272,HRIXKONV,60887,277634
Koox Downtown,,195120,CUNKODO,97632,0
Ko'ox La Mar Club,bynLz8v,136781,CUNKOOX,43307,3201194
Kos Aktis,egvgnv0,121302,KGSAKTI,34299,587228
Kos Hotel,bsqtuvt,128405,KGSKOSH,41840,2421946
Koukouras,otkhci8,101331,CHQKOUK,66802,608041
Krabi Resort,twkqaqu,7361,KBVKRAB,4749,1419280
Kraft,h4oxkr4,12032,HFLRKRAF  ,64972,228926
Kristal,xp809vb,7365,VARKRIS      ,9002,498476
Krizantem,qe7sy7h,121877,AYTKRIZ,19666,298907
Kuredu Island Resort & Spa,kxuL02d,118216,CMBKURE,18062,316623
Kurumba Maldives,96s3e29,144170,HMLEKURU,68558,0
Kydon Hotel,mvbs8gp,183509,CHQKYDN,75414,0
La Barracuda,n0bwffx,7387,HAGPBARA,9408,265399
La Cala Resort - Mijas,L3uafn9,118876,HAGPLACA,57458,0
La Galea,wkauwvs,7399,LPAGALE      ,70441,3373318
La Marquise,oor6ax9,125185,RHOLAMA,37898,1534887
La Moraleja,sddkwzL,124887,PMIMORA,83120,316352
La Pergola,ywgyb3p,138583,HNAPLAPE,59199,567417
La Pergola,7qjvamq,119272,PMIPERG,9495,530789
La Riva,x3orejj,183315,HCTALARI,75145,0
La Sultana Marrakech,,182846,HRAKSUMA,73985,0
La Vaiencia,7vd8fwn,107849,GOILAVA,79718,736468
La Veranda Resort,3mejypL,108748,SGNVERA,75909,634189
Labineca,05ukhb7,14728,SPULABI,96141,640699
LABRANDA Golden Beach Hotel,oem8qr5,195020,FUEGOLD,97412,0
Lady Hamilton,,138920,HSTOLADY,90320,229361
Lafeyra,gtk428t,193415,KVALAFE,90256,0
Lago Garden,gr7teb3,119552,PMILAGA,9459,486834
Lago Mar Resort And Club,w2wbf8u,12042,HFLLLAMA  ,15426,84467
Lagomonte,z6gkby9,123651,PMILAMO,63723,281942
Lagoon Center Apartaments,qwep4mz,123034,PMILACE,34107,290035
Lagos de Fañabé,q4h6vhi,7434,TFSLAGO      ,37418,284121
Laguna Park 1,jmejk7s,184510,TFSLAGU,79046,0
Laguna Park 2,mywpfpq,184512,TFSLAGP,79045,0
Lake Buena Vista Resort,cqkj3ai,109303,HORLLAKE,15446,596339
Lambrinos Suites,0920eLm,182103,CHQLAMB,72252,0
Lancaster Gate Hotel,uLL0qvx,10791,HLONGRHY,9077,0
Lancaster London,q6nvmor,125909,HLONLANC,58114,0
Lanta Pura Beach Resort,477g429,121806,KBVPURA,33217,2043894
Lanta Villa Resort,2tey9pu,7451,KBVLAVI,18131,654672
